timestamp,camera_id,frame_id,zone_id,alert_level,violation_type,confidence,bbox,snapshot_path
2026-05-23 18:16:05.500,0,169,Z02,WARNING,None,0.71,"[351, 103, 531, 297]",logs\snapshots\snap_cam0_f169_20260523_181605_500.jpg
2026-05-23 18:16:05.623,0,170,Z02,WARNING,None,0.71,"[348, 88, 528, 297]",logs\snapshots\snap_cam0_f170_20260523_181605_623.jpg
2026-05-23 18:16:05.714,0,171,Z02,WARNING,None,0.43,"[343, 88, 529, 298]",logs\snapshots\snap_cam0_f171_20260523_181605_714.jpg
2026-05-23 18:16:05.809,0,172,Z02,WARNING,None,0.67,"[348, 81, 530, 296]",logs\snapshots\snap_cam0_f172_20260523_181605_809.jpg
2026-05-23 18:16:05.899,0,173,Z02,WARNING,None,0.65,"[349, 81, 526, 298]",logs\snapshots\snap_cam0_f173_20260523_181605_899.jpg
2026-05-23 18:16:05.991,0,174,Z02,WARNING,None,0.59,"[349, 81, 529, 299]",logs\snapshots\snap_cam0_f174_20260523_181605_991.jpg
2026-05-23 18:16:06.090,0,175,Z02,WARNING,None,0.57,"[349, 81, 530, 297]",logs\snapshots\snap_cam0_f175_20260523_181606_090.jpg
2026-05-23 18:16:06.182,0,176,Z02,WARNING,None,0.54,"[350, 83, 530, 298]",logs\snapshots\snap_cam0_f176_20260523_181606_182.jpg
2026-05-23 18:16:06.270,0,177,Z02,WARNING,None,0.58,"[350, 84, 529, 298]",logs\snapshots\snap_cam0_f177_20260523_181606_270.jpg
2026-05-23 18:16:06.366,0,178,Z02,WARNING,None,0.56,"[349, 85, 528, 298]",logs\snapshots\snap_cam0_f178_20260523_181606_366.jpg
2026-05-23 18:16:06.459,0,179,Z02,WARNING,None,0.62,"[349, 85, 526, 297]",logs\snapshots\snap_cam0_f179_20260523_181606_459.jpg
2026-05-23 18:16:06.558,0,180,Z02,WARNING,None,0.58,"[343, 86, 523, 296]",logs\snapshots\snap_cam0_f180_20260523_181606_558.jpg
2026-05-23 18:16:06.649,0,181,Z02,WARNING,None,0.66,"[328, 86, 518, 295]",logs\snapshots\snap_cam0_f181_20260523_181606_649.jpg
2026-05-23 18:16:06.737,0,182,Z02,WARNING,None,0.62,"[328, 86, 518, 297]",logs\snapshots\snap_cam0_f182_20260523_181606_737.jpg
2026-05-23 18:16:06.835,0,183,Z02,WARNING,None,0.62,"[328, 86, 518, 297]",logs\snapshots\snap_cam0_f183_20260523_181606_835.jpg
2026-05-23 18:16:06.928,0,184,Z02,WARNING,None,0.73,"[330, 86, 517, 296]",logs\snapshots\snap_cam0_f184_20260523_181606_928.jpg
2026-05-23 18:16:07.017,0,185,Z02,WARNING,None,0.66,"[329, 86, 517, 297]",logs\snapshots\snap_cam0_f185_20260523_181607_017.jpg
2026-05-23 18:16:07.111,0,186,Z02,WARNING,None,0.67,"[332, 85, 516, 296]",logs\snapshots\snap_cam0_f186_20260523_181607_111.jpg
2026-05-23 18:16:07.204,0,187,Z02,WARNING,None,0.52,"[333, 85, 516, 299]",logs\snapshots\snap_cam0_f187_20260523_181607_204.jpg
2026-05-23 18:16:07.293,0,188,Z02,WARNING,None,0.54,"[332, 85, 516, 299]",logs\snapshots\snap_cam0_f188_20260523_181607_294.jpg
2026-05-23 18:16:07.387,0,189,Z02,WARNING,None,0.5,"[327, 83, 515, 299]",logs\snapshots\snap_cam0_f189_20260523_181607_387.jpg
2026-05-23 18:16:07.489,0,190,Z02,WARNING,None,0.54,"[326, 83, 515, 299]",logs\snapshots\snap_cam0_f190_20260523_181607_489.jpg
2026-05-23 18:16:07.574,0,191,Z02,WARNING,None,0.34,"[330, 83, 516, 300]",logs\snapshots\snap_cam0_f191_20260523_181607_574.jpg
2026-05-23 18:16:07.665,0,192,Z02,WARNING,None,0.58,"[327, 83, 516, 298]",logs\snapshots\snap_cam0_f192_20260523_181607_665.jpg
2026-05-23 18:16:07.758,0,193,Z02,WARNING,None,0.46,"[326, 83, 517, 299]",logs\snapshots\snap_cam0_f193_20260523_181607_759.jpg
2026-05-23 18:16:10.155,0,218,Z02,WARNING,None,0.57,"[314, 74, 504, 297]",logs\snapshots\snap_cam0_f218_20260523_181610_155.jpg
2026-05-23 18:16:13.042,0,249,Z02,WARNING,None,0.41,"[316, 59, 636, 298]",logs\snapshots\snap_cam0_f249_20260523_181613_042.jpg
2026-05-23 18:16:13.139,0,250,Z02,WARNING,None,0.36,"[317, 62, 508, 298]",logs\snapshots\snap_cam0_f250_20260523_181613_139.jpg
2026-05-23 18:16:13.223,0,251,Z02,WARNING,None,0.58,"[315, 65, 511, 297]",logs\snapshots\snap_cam0_f251_20260523_181613_223.jpg
2026-05-23 18:16:13.312,0,252,Z02,WARNING,None,0.58,"[316, 65, 511, 297]",logs\snapshots\snap_cam0_f252_20260523_181613_312.jpg
2026-05-23 18:16:13.401,0,253,Z02,WARNING,None,0.59,"[315, 65, 511, 297]",logs\snapshots\snap_cam0_f253_20260523_181613_401.jpg
2026-05-23 18:16:13.493,0,254,Z02,WARNING,None,0.47,"[319, 64, 511, 297]",logs\snapshots\snap_cam0_f254_20260523_181613_493.jpg
2026-05-23 18:16:13.596,0,255,Z02,WARNING,None,0.47,"[319, 64, 511, 297]",logs\snapshots\snap_cam0_f255_20260523_181613_596.jpg
2026-05-23 18:16:13.701,0,256,Z02,WARNING,None,0.46,"[319, 64, 512, 296]",logs\snapshots\snap_cam0_f256_20260523_181613_702.jpg
2026-05-23 18:16:13.790,0,257,Z02,WARNING,None,0.47,"[316, 63, 629, 295]",logs\snapshots\snap_cam0_f257_20260523_181613_790.jpg
2026-05-23 18:16:13.880,0,258,Z02,WARNING,None,0.37,"[320, 64, 507, 298]",logs\snapshots\snap_cam0_f258_20260523_181613_880.jpg
2026-05-23 18:16:13.982,0,259,Z02,WARNING,None,0.33,"[319, 63, 507, 298]",logs\snapshots\snap_cam0_f259_20260523_181613_982.jpg
